/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/A Classic Education - NightOwl_150.00_158.00.wav,Split,Start,End,Duration,Words,Lyric,chunk_path,has_lyrics
Traffic Experiment - Once More (With Feeling),Train,107,116,9,14,the years seem to stretch behind and i still haven't come all that far,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_107.00_116.00.wav,True
Traffic Experiment - Once More (With Feeling),Train,118,128,10,12,i need freedom to motivate more than promotion and a company car,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_118.00_128.00.wav,True
Traffic Experiment - Once More (With Feeling),Train,129,140,11,13,when i'm stuck in an endless queue through traffic experiments past diversion signs,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_129.00_140.00.wav,True
Traffic Experiment - Once More (With Feeling),Train,139,150,11,11,while beneath my mind's paperwork lie forgotten melodies and unfinished lines,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_139.00_150.00.wav,True
Traffic Experiment - Once More (With Feeling),Train,150,159,9,8,and life seems to drain from every pore,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_150.00_159.00.wav,True
Traffic Experiment - Once More (With Feeling),Train,161,172,11,12,and day after day you want me to do this once more,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_161.00_172.00.wav,True
Traffic Experiment - Once More (With Feeling),Train,172,176,4,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_172.00_176.00.wav,False
Traffic Experiment - Once More (With Feeling),Train,176,184,8,2,with feelin',/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_176.00_184.00.wav,True
Traffic Experiment - Once More (With Feeling),Train,184,188,4,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_184.00_188.00.wav,False
Traffic Experiment - Once More (With Feeling),Train,188,194,6,9,i used to believe i'd have all i desired,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_188.00_194.00.wav,True
Traffic Experiment - Once More (With Feeling),Train,194,200,6,11,now each day's the same and it leaves me so tired,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_194.00_200.00.wav,True
Traffic Experiment - Once More (With Feeling),Train,199,208,9,13,the stars in the night sky that had me inspired now seem dimmed,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_199.00_208.00.wav,True
Traffic Experiment - Once More (With Feeling),Train,208,214,6,6,and so i can't do this,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_208.00_214.00.wav,True
Traffic Experiment - Once More (With Feeling),Train,214,221,7,2,once more,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_214.00_221.00.wav,True
Traffic Experiment - Once More (With Feeling),Train,221,226,5,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_221.00_226.00.wav,False
Traffic Experiment - Once More (With Feeling),Train,226,234,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_226.00_234.00.wav,False
Traffic Experiment - Once More (With Feeling),Train,234,242,8,13,sleep work eat work sleep work eat work sleep work eat work sleep,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_234.00_242.00.wav,True
Traffic Experiment - Once More (With Feeling),Train,242,252,10,15,work eat work sleep work eat work sleep work eat work sleep work eat work,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_242.00_252.00.wav,True
Traffic Experiment - Once More (With Feeling),Train,252,258,6,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_252.00_258.00.wav,False
Traffic Experiment - Once More (With Feeling),Train,258,265,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_258.00_265.00.wav,False
Traffic Experiment - Once More (With Feeling),Train,265,272,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_265.00_272.00.wav,False
Traffic Experiment - Once More (With Feeling),Train,272,280,8,11,confined within these four walls i plan out my great escape,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_272.00_280.00.wav,True
Traffic Experiment - Once More (With Feeling),Train,282,292,10,17,as i cling on to this fading dream and pray i've not too long left to wait,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_282.00_292.00.wav,True
Traffic Experiment - Once More (With Feeling),Train,292,301,9,8,and the world moves on through that door,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_292.00_301.00.wav,True
Traffic Experiment - Once More (With Feeling),Train,303,314,11,12,and day after day you want me to do this once more,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_303.00_314.00.wav,True
Traffic Experiment - Once More (With Feeling),Train,314,319,5,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_314.00_319.00.wav,False
Traffic Experiment - Once More (With Feeling),Train,319,326,7,2,with feeling,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_319.00_326.00.wav,True
Traffic Experiment - Once More (With Feeling),Train,326,331,5,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_326.00_331.00.wav,False
Traffic Experiment - Once More (With Feeling),Train,331,342,11,19,i thought independence would help set me free now i'm living my dreams through the things on t v,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_331.00_342.00.wav,True
Traffic Experiment - Once More (With Feeling),Train,342,351,9,13,while the feelings i had for this world around me have been numbed,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_342.00_351.00.wav,True
Traffic Experiment - Once More (With Feeling),Train,351,356,5,6,and so i can't do this,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_351.00_356.00.wav,True
Traffic Experiment - Once More (With Feeling),Train,356,364,8,2,once more,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_356.00_364.00.wav,True
Traffic Experiment - Once More (With Feeling),Train,364,370,6,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_364.00_370.00.wav,False
Traffic Experiment - Once More (With Feeling),Train,370,377,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_370.00_377.00.wav,False
Traffic Experiment - Once More (With Feeling),Train,377,385,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_377.00_385.00.wav,False
Traffic Experiment - Once More (With Feeling),Train,385,395,10,1,oh,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_385.00_395.00.wav,True
Traffic Experiment - Once More (With Feeling),Train,395,400,5,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_395.00_400.00.wav,False
Traffic Experiment - Once More (With Feeling),Train,400,406,6,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_400.00_406.00.wav,False
Traffic Experiment - Once More (With Feeling),Train,406,413,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_406.00_413.00.wav,False
Traffic Experiment - Once More (With Feeling),Train,413,420,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_413.00_420.00.wav,False
Traffic Experiment - Once More (With Feeling),Train,420,428,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Once More (With Feeling)_420.00_428.00.wav,False
Traffic Experiment - Sirens,Train,3,11,8,12,now cast away and lost at sea upon the waves of uncertainty,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_3.00_11.00.wav,True
Traffic Experiment - Sirens,Train,11,19,8,10,with shipwrecked heart and shipwrecked mind temptation sailing close behind,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_11.00_19.00.wav,True
Traffic Experiment - Sirens,Train,19,27,8,13,i lock myself up to the mast deny the solitude of the past,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_19.00_27.00.wav,True
Traffic Experiment - Sirens,Train,27,35,8,14,but when the mist comes rolling in i hear the sirens start to sing,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_27.00_35.00.wav,True
Traffic Experiment - Sirens,Train,35,42,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_35.00_42.00.wav,False
Traffic Experiment - Sirens,Train,42,50,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_42.00_50.00.wav,False
Traffic Experiment - Sirens,Train,50,54,4,7,and now i hear the many tales,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_50.00_54.00.wav,True
Traffic Experiment - Sirens,Train,54,62,8,13,of those before who've tried and failed the endless quest for something pure,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_54.00_62.00.wav,True
Traffic Experiment - Sirens,Train,62,70,8,16,but where it lies they're not so sure with scars as proof of what they say,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_62.00_70.00.wav,True
Traffic Experiment - Sirens,Train,70,74,4,7,they spoke of dangers on the way,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_70.00_74.00.wav,True
Traffic Experiment - Sirens,Train,74,82,8,13,of those who practice to deceive with smiles that helped them to believe,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_74.00_82.00.wav,True
Traffic Experiment - Sirens,Train,82,90,8,10,but could there be someone to lead me from oblivion,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_82.00_90.00.wav,True
Traffic Experiment - Sirens,Train,89,98,9,14,i lie awake beneath the stars just trying to work out who we are,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_89.00_98.00.wav,True
Traffic Experiment - Sirens,Train,98,106,8,15,now that i can't see the shore i can't feel things any more and so,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_98.00_106.00.wav,True
Traffic Experiment - Sirens,Train,105,114,9,14,and so i won't release the locks and end up lying on the rocks,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_105.00_114.00.wav,True
Traffic Experiment - Sirens,Train,113,118,5,7,won't end up broken on the rocks,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_113.00_118.00.wav,True
Traffic Experiment - Sirens,Train,118,125,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_118.00_125.00.wav,False
Traffic Experiment - Sirens,Train,125,132,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_125.00_132.00.wav,False
Traffic Experiment - Sirens,Train,132,141,9,14,in a scene of deepest clarity she sailed right in from 'cross the sea,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_132.00_141.00.wav,True
Traffic Experiment - Sirens,Train,141,149,8,13,and took me firmly by the hand and pointed me towards the land,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_141.00_149.00.wav,True
Traffic Experiment - Sirens,Train,149,160,11,22,the lips that spoke of something pure she drove my mind towards the shore and let me dream of what could be,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_149.00_160.00.wav,True
Traffic Experiment - Sirens,Train,160,165,5,7,with songs from far across the sea,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_160.00_165.00.wav,True
Traffic Experiment - Sirens,Train,165,174,9,1,ah,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_165.00_174.00.wav,True
Traffic Experiment - Sirens,Train,174,181,7,1,ah,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_174.00_181.00.wav,True
Traffic Experiment - Sirens,Train,181,190,9,3,ah yay ah,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_181.00_190.00.wav,True
Traffic Experiment - Sirens,Train,190,200,10,3,ah oh oh,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_190.00_200.00.wav,True
Traffic Experiment - Sirens,Train,200,208,8,10,and could you be someone to save me from oblivion,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_200.00_208.00.wav,True
Traffic Experiment - Sirens,Train,208,216,8,13,light my way beneath the stars take me home and heal the scars,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_208.00_216.00.wav,True
Traffic Experiment - Sirens,Train,216,224,8,13,if i can't see the shore then i can't feel things any more,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_216.00_224.00.wav,True
Traffic Experiment - Sirens,Train,223,232,9,15,so help me cast away the locks and lead me safely across the rocks don't,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_223.00_232.00.wav,True
Traffic Experiment - Sirens,Train,231,237,6,7,don't leave me broken on the rocks,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_231.00_237.00.wav,True
Traffic Experiment - Sirens,Train,237,242,5,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_237.00_242.00.wav,False
Traffic Experiment - Sirens,Train,242,248,6,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_242.00_248.00.wav,False
Traffic Experiment - Sirens,Train,248,255,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_248.00_255.00.wav,False
Traffic Experiment - Sirens,Train,255,263,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_255.00_263.00.wav,False
Traffic Experiment - Sirens,Train,263,272,9,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_263.00_272.00.wav,False
Traffic Experiment - Sirens,Train,272,281,9,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_272.00_281.00.wav,False
Traffic Experiment - Sirens,Train,281,289,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_281.00_289.00.wav,False
Traffic Experiment - Sirens,Train,289,297,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_289.00_297.00.wav,False
Traffic Experiment - Sirens,Train,297,304,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_297.00_304.00.wav,False
Traffic Experiment - Sirens,Train,304,310,6,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_304.00_310.00.wav,False
Traffic Experiment - Sirens,Train,310,315,5,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_310.00_315.00.wav,False
Traffic Experiment - Sirens,Train,315,319,4,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_315.00_319.00.wav,False
Traffic Experiment - Sirens,Train,319,324,5,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_319.00_324.00.wav,False
Traffic Experiment - Sirens,Train,324,330,6,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_324.00_330.00.wav,False
Traffic Experiment - Sirens,Train,330,337,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_330.00_337.00.wav,False
Traffic Experiment - Sirens,Train,337,345,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_337.00_345.00.wav,False
Traffic Experiment - Sirens,Train,345,354,9,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_345.00_354.00.wav,False
Traffic Experiment - Sirens,Train,354,364,10,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_354.00_364.00.wav,False
Traffic Experiment - Sirens,Train,364,369,5,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_364.00_369.00.wav,False
Traffic Experiment - Sirens,Train,369,375,6,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_369.00_375.00.wav,False
Traffic Experiment - Sirens,Train,375,382,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_375.00_382.00.wav,False
Traffic Experiment - Sirens,Train,382,390,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_382.00_390.00.wav,False
Traffic Experiment - Sirens,Train,390,399,9,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_390.00_399.00.wav,False
Traffic Experiment - Sirens,Train,399,409,10,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_399.00_409.00.wav,False
Traffic Experiment - Sirens,Train,409,416,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Traffic Experiment - Sirens_409.00_416.00.wav,False
Triviul - Angelsaint,Train,3,8,5,5,guess you got now glow,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Angelsaint_3.00_8.00.wav,True
Triviul - Angelsaint,Train,8,15,7,5,guess you got no halo,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Angelsaint_8.00_15.00.wav,True
Triviul - Angelsaint,Train,15,26,11,8,holy camio gone straight to feed the old,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Angelsaint_15.00_26.00.wav,True
Triviul - Angelsaint,Train,26,30,4,6,only here for their light show,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Angelsaint_26.00_30.00.wav,True
Triviul - Angelsaint,Train,30,38,8,4,and when she moves,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Angelsaint_30.00_38.00.wav,True
Triviul - Angelsaint,Train,38,45,7,4,i'll move then too,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Angelsaint_38.00_45.00.wav,True
Triviul - Angelsaint,Train,45,53,8,12,cause i'm a grave digger savior sinner nothing healthy to offer you,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Angelsaint_45.00_53.00.wav,True
Triviul - Angelsaint,Train,61,71,10,13,how i walk away without you now i listen to you angle saint,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Angelsaint_61.00_71.00.wav,True
Triviul - Angelsaint,Train,71,80,9,4,wouldn't you no poetry,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Angelsaint_71.00_80.00.wav,True
Triviul - Angelsaint,Train,80,86,6,2,no philosophy,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Angelsaint_80.00_86.00.wav,True
Triviul - Angelsaint,Train,86,92,6,2,no gariety,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Angelsaint_86.00_92.00.wav,True
Triviul - Angelsaint,Train,93,99,6,4,draw me offend me,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Angelsaint_93.00_99.00.wav,True
Triviul - Angelsaint,Train,99,103,4,5,cause it goes to furity,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Angelsaint_99.00_103.00.wav,True
Triviul - Angelsaint,Train,103,107,4,3,and when she,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Angelsaint_103.00_107.00.wav,True
Triviul - Angelsaint,Train,107,116,9,6,he breathes i'll breath then too,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Angelsaint_107.00_116.00.wav,True
Triviul - Angelsaint,Train,116,125,9,13,oh cause i'm a grave digger savior sinner nothing healthy to offer you,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Angelsaint_116.00_125.00.wav,True
Triviul - Angelsaint,Train,133,140,7,10,i'll walk away without you if you want me to,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Angelsaint_133.00_140.00.wav,True
Triviul - Angelsaint,Train,153,160,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Angelsaint_153.00_160.00.wav,False
Triviul - Angelsaint,Train,160,166,6,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Angelsaint_160.00_166.00.wav,False
Triviul - Angelsaint,Train,166,171,5,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Angelsaint_166.00_171.00.wav,False
Triviul - Angelsaint,Train,171,178,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Angelsaint_171.00_178.00.wav,False
Triviul - Angelsaint,Train,193,201,8,12,cause i'm a grave digger savior sinner nothing healthy to offer you,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Angelsaint_193.00_201.00.wav,True
Triviul - Angelsaint,Train,209,220,11,8,i'd lie to myself without you angle saint,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Angelsaint_209.00_220.00.wav,True
Triviul - Angelsaint,Train,220,225,5,4,do i love you,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Angelsaint_220.00_225.00.wav,True
Triviul - Dorothy,Train,0,4,4,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Dorothy_0.00_4.00.wav,False
Triviul - Dorothy,Train,4,10,6,9,you could have died today but it wouldn't know,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Dorothy_4.00_10.00.wav,True
Triviul - Dorothy,Train,10,17,7,14,you could have smiled today had hoped you were arrived today but didn't show,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Dorothy_10.00_17.00.wav,True
Triviul - Dorothy,Train,17,28,11,18,oh no and though we've never met or even spoken yet i know we're meant to be together,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Dorothy_17.00_28.00.wav,True
Triviul - Dorothy,Train,28,37,9,9,so come to me oh come to me dorothy,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Dorothy_28.00_37.00.wav,True
Triviul - Dorothy,Train,39,44,5,9,i went through all my pockets after your identity,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Dorothy_39.00_44.00.wav,True
Triviul - Dorothy,Train,44,54,10,18,i hope you're not believing you might just say hi where you might not do normally oh no,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Dorothy_44.00_54.00.wav,True
Triviul - Dorothy,Train,54,62,8,14,and though our paths have never crossed it doesn't mean the opportunity's been lost,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Dorothy_54.00_62.00.wav,True
Triviul - Dorothy,Train,62,73,11,13,so come to me oh come to me dorothy somewhere blue birds fly,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Dorothy_62.00_73.00.wav,True
