Song,Start,End,Duration,Lyric,Lyric_clean,Prediction,Prediction_clean,WER,CER,Words
St Vitus - Word Gets Around,222.0,228.0,6.0,myself i know my name,myself i know my name, Myself and all my name,myself and all my name,0.4,0.3333333333333333,5
St Vitus - Word Gets Around,228.0,235.0,7.0,word gets around,word gets around, We'll get surround,well get surround,1.0,0.375,3
Steven Clark - Bounty,0.0,5.0,5.0,down down down down down down,down down down down down down," Down, down, down, down, down, down, down.",down down down down down down down,0.16666666666666666,0.1724137931034483,6
Steven Clark - Bounty,5.0,10.0,5.0,down down down down down down,down down down down down down," Down, down, down, down, down, down, down.",down down down down down down down,0.16666666666666666,0.1724137931034483,6
Steven Clark - Bounty,10.0,20.0,10.0,aint no sense in talking ill just keep on walking she said i gotta pay the pain wont go away,aint no sense in talking ill just keep on walking she said i gotta pay the pain wont go away," Ain't no sense in talking, I'll just keep on walking She said I gotta pay, the pain won't go away",aint no sense in talking ill just keep on walking she said i gotta pay the pain wont go away,0.0,0.0,20
Steven Clark - Bounty,20.0,31.0,11.0,now everybodys calling asking where ive gone but i dont wanna say cause she aint gonna wait,now everybodys calling asking where ive gone but i dont wanna say cause she aint gonna wait," Now everybody's calling, asking where I've gone But I don't wanna say, cause she ain't gonna wait",now everybodys calling asking where ive gone but i dont wanna say cause she aint gonna wait,0.0,0.0,17
Steven Clark - Bounty,31.0,35.0,4.0,when im gone away,when im gone away, When I'm gone away,when im gone away,0.0,0.0,4
Steven Clark - Bounty,35.0,41.0,6.0,no one will worry,no one will worry, No one will worry,no one will worry,0.0,0.0,4
Steven Clark - Bounty,41.0,50.0,9.0,cause shell hunt for days till im dead and buried,cause shell hunt for days till im dead and buried, Cause you hunt for days Till I'm dead and buried,cause you hunt for days till im dead and buried,0.1,0.10204081632653061,10
Steven Clark - Bounty,50.0,60.0,10.0,i cant get this bounty off my head thats right im marked for dead she cant forgive what i did to her wont stop until i,i cant get this bounty off my head thats right im marked for dead she cant forgive what i did to her wont stop until i," I can't get this bounty off my head That's right, I'm marked for dead She can't forgive what I did to her Won't stop until I-",i cant get this bounty off my head thats right im marked for dead she cant forgive what i did to her wont stop until i,0.0,0.0,26
Steven Clark - Bounty,60.0,66.0,6.0,bled cant get this bounty off my head thats right im marked for dead,bled cant get this bounty off my head thats right im marked for dead, can't get this bounty off my head that's why I'm up for dead,cant get this bounty off my head thats why im up for dead,0.21428571428571427,0.22058823529411764,14
Steven Clark - Bounty,66.0,73.0,7.0,she cant forgive what i did to her one day shes gonna hunt me down,she cant forgive what i did to her one day shes gonna hunt me down, She can't forgive what I did to her. One day she's gonna hunt me down.,she cant forgive what i did to her one day shes gonna hunt me down,0.0,0.0,15
Steven Clark - Bounty,73.0,80.0,7.0,,,,,0.0,0.0,1
Steven Clark - Bounty,102.0,111.0,9.0,when im gone away no one will worry,when im gone away no one will worry, When I'm gone away No one will worry,when im gone away no one will worry,0.0,0.0,8
Steven Clark - Bounty,111.0,116.0,5.0,cause shell hunt for days,cause shell hunt for days, Cause she'll hunt for days,cause shell hunt for days,0.0,0.0,5
Steven Clark - Bounty,116.0,124.0,8.0,till im dead and buried cant get this bounty off my head,till im dead and buried cant get this bounty off my head, Till I'm dead and buried I can't keep this bounty on my head,till im dead and buried i cant keep this bounty on my head,0.25,0.125,12
Steven Clark - Bounty,124.0,129.0,5.0,thats right im marked for dead she cant forgive what i did to her,thats right im marked for dead she cant forgive what i did to her," That's right, I'm marked for dead. She can't forgive what I did to her.",thats right im marked for dead she cant forgive what i did to her,0.0,0.0,14
Steven Clark - Bounty,129.0,134.0,5.0,wont stop until i bled cant get this bounty off my head,wont stop until i bled cant get this bounty off my head, Won't stop until I'm black and get these bounty off my head,wont stop until im black and get these bounty off my head,0.3333333333333333,0.14545454545454545,12
Steven Clark - Bounty,134.0,139.0,5.0,thats right im marked for dead she cant forgive what i did to her,thats right im marked for dead she cant forgive what i did to her," That's right, I'm marked for dead She can't forgive what I did to her",thats right im marked for dead she cant forgive what i did to her,0.0,0.0,14
Steven Clark - Bounty,139.0,146.0,7.0,wont stop until i bled cant get this bounty off my head head head,wont stop until i bled cant get this bounty off my head head head," Won't stop until I'm black and keep these bounty off my head, head, head",wont stop until im black and keep these bounty off my head head head,0.35714285714285715,0.16923076923076924,14
Steven Clark - Bounty,146.0,156.0,10.0,i cant get this bounty off my head head head i cant get this bounty off my head head head,i cant get this bounty off my head head head i cant get this bounty off my head head head, I can't get this bounty off my head I can't get this bounty off my head,i cant get this bounty off my head i cant get this bounty off my head,0.2,0.2247191011235955,20
Steven Clark - Bounty,156.0,164.0,8.0,i cant get this bounty off my head one day shes gonna hunt me down down down down,i cant get this bounty off my head one day shes gonna hunt me down down down down," I can't keep this bounty on my head One day she's gonna hunt me down Down, down, down",i cant keep this bounty on my head one day shes gonna hunt me down down down down,0.1111111111111111,0.06172839506172839,18
Steven Clark - Bounty,164.0,172.0,8.0,down down down down down down down down down,down down down down down down down down down, down down down down down down down down down down down,down down down down down down down down down down down,0.2222222222222222,0.22727272727272727,9
Steven Clark - Bounty,172.0,179.0,7.0,down down down down down down down down down,down down down down down down down down down," Down, down, down, down, down down, down down, down, down.",down down down down down down down down down down,0.1111111111111111,0.11363636363636363,9
Steven Clark - Bounty,179.0,186.0,7.0,down down down,down down down," Down, down, down.",down down down,0.0,0.0,3
Steven Clark - Bounty,186.0,192.0,6.0,,,,,0.0,0.0,1
Steven Clark - Bounty,192.0,200.0,8.0,,,,,0.0,0.0,1
Steven Clark - Bounty,200.0,210.0,10.0,cant get this bounty off my head thats right im marked for dead she cant forgive what i did to her,cant get this bounty off my head thats right im marked for dead she cant forgive what i did to her,,,1.0,1.0,21
Steven Clark - Bounty,210.0,215.0,5.0,wont stop until i bled cant get this bounty off my head,wont stop until i bled cant get this bounty off my head, Won't stop until I'm blevet Can't get this bounty off my head,wont stop until im blevet cant get this bounty off my head,0.16666666666666666,0.07272727272727272,12
Steven Clark - Bounty,215.0,220.0,5.0,thats right im marked for dead she cant forgive what i did to her,thats right im marked for dead she cant forgive what i did to her," That's right, I'm off today. She can't forgive what I did to her.",thats right im off today she cant forgive what i did to her,0.21428571428571427,0.16923076923076924,14
Steven Clark - Bounty,220.0,226.0,6.0,wont stop until i bled cant get this bounty off my head head head,wont stop until i bled cant get this bounty off my head head head," Won't stop until I blick Can't get this bounty off my head, head, head",wont stop until i blick cant get this bounty off my head head head,0.07142857142857142,0.046153846153846156,14
Steven Clark - Bounty,226.0,237.0,11.0,i cant get this bounty off my head head head i cant get this bounty off my head head head,i cant get this bounty off my head head head i cant get this bounty off my head head head," I can't get this bounty off my head, head, head I can't get this bounty off my head, head, head",i cant get this bounty off my head head head i cant get this bounty off my head head head,0.0,0.0,20
Steven Clark - Bounty,237.0,245.0,8.0,i cant get this bounty off my head one day shes gonna hunt me down down down down,i cant get this bounty off my head one day shes gonna hunt me down down down down," I can't get this bounty off my head One day she's gonna hunt me down Down, down, down",i cant get this bounty off my head one day shes gonna hunt me down down down down,0.0,0.0,18
Strand Of Oaks - Spacestation,0.0,10.0,10.0,,,,,0.0,0.0,1
Strand Of Oaks - Spacestation,10.0,15.0,5.0,,,,,0.0,0.0,1
Strand Of Oaks - Spacestation,15.0,21.0,6.0,,,,,0.0,0.0,1
Strand Of Oaks - Spacestation,21.0,30.0,9.0,welcome to my new space station,welcome to my new space station, Welcome to my new space station.,welcome to my new space station,0.0,0.0,6
Strand Of Oaks - Spacestation,32.0,42.0,10.0,stay as long as you like its a sad vocation,stay as long as you like its a sad vocation," Staying on as you like, it's a sad vocation.",staying on as you like its a sad vocation,0.3,0.11627906976744186,10
Strand Of Oaks - Spacestation,42.0,49.0,7.0,and you leave me standing alone on the earth,and you leave me standing alone on the earth, And you leave me standing alone on the earth,and you leave me standing alone on the earth,0.0,0.0,9
Strand Of Oaks - Spacestation,49.0,55.0,6.0,i realize that it just wont work,i realize that it just wont work, I realize that it just won't work,i realize that it just wont work,0.0,0.0,7
Strand Of Oaks - Spacestation,55.0,61.0,6.0,and you leave me standing alone in the cold,and you leave me standing alone in the cold, And you leave me standing alone in the cold,and you leave me standing alone in the cold,0.0,0.0,9
Strand Of Oaks - Spacestation,61.0,66.0,5.0,telling everybody that i just dont know,telling everybody that i just dont know, Telling everybody that I just don't know,telling everybody that i just dont know,0.0,0.0,7
Strand Of Oaks - Spacestation,66.0,70.0,4.0,and you wait just a little,and you wait just a little, And you wait just a little,and you wait just a little,0.0,0.0,6
Strand Of Oaks - Spacestation,70.0,78.0,8.0,wait just a little you wait just a little too long,wait just a little you wait just a little too long," You wait just a little, you wait just a little too long",you wait just a little you wait just a little too long,0.09090909090909091,0.08,11
Strand Of Oaks - Spacestation,78.0,89.0,11.0,and you wait just a little wait just a little you wait just a little too long,and you wait just a little wait just a little you wait just a little too long," And you wait just a little, wait just a little, you wait just a little too long.",and you wait just a little wait just a little you wait just a little too long,0.0,0.0,17
Strand Of Oaks - Spacestation,89.0,93.0,4.0,,, you,you,1.0,3.0,1
Strand Of Oaks - Spacestation,93.0,98.0,5.0,,,,,0.0,0.0,1
Strand Of Oaks - Spacestation,98.0,104.0,6.0,,,,,0.0,0.0,1
Strand Of Oaks - Spacestation,104.0,114.0,10.0,,,,,0.0,0.0,1
Strand Of Oaks - Spacestation,114.0,120.0,6.0,why you gonna leave me stranded up here,why you gonna leave me stranded up here, Why you gonna leave me stranded up here?,why you gonna leave me stranded up here,0.0,0.0,8
Strand Of Oaks - Spacestation,120.0,126.0,6.0,why you gonna leave me stranded up here,why you gonna leave me stranded up here, Why you gonna leave me stranded up here?,why you gonna leave me stranded up here,0.0,0.0,8
Strand Of Oaks - Spacestation,126.0,137.0,11.0,why you gonna leave me stranded up here when the sunlight chased away,why you gonna leave me stranded up here when the sunlight chased away, Why are you gonna leave me stranded at me When the sunlight chased away?,why are you gonna leave me stranded at me when the sunlight chased away,0.23076923076923078,0.13043478260869565,13
Strand Of Oaks - Spacestation,137.0,142.0,5.0,when the sunlight chased away,when the sunlight chased away, When the sunlight shaves away,when the sunlight shaves away,0.2,0.10344827586206896,5
Strand Of Oaks - Spacestation,142.0,150.0,8.0,when the sunlight chased away,when the sunlight chased away, When the sunlight changes away,when the sunlight changes away,0.2,0.10344827586206896,5
Strand Of Oaks - Spacestation,150.0,156.0,6.0,,,,,0.0,0.0,1
Strand Of Oaks - Spacestation,156.0,163.0,7.0,,, Thank you.,thank you,2.0,9.0,1
Strand Of Oaks - Spacestation,163.0,173.0,10.0,,,,,0.0,0.0,1
Strand Of Oaks - Spacestation,173.0,183.0,10.0,welcome to my next big decision,welcome to my next big decision, Welcome to my next big decision.,welcome to my next big decision,0.0,0.0,6
Strand Of Oaks - Spacestation,185.0,194.0,9.0,welcome to my next big decision,welcome to my next big decision, Welcome to my next big decision.,welcome to my next big decision,0.0,0.0,6
Strand Of Oaks - Spacestation,195.0,201.0,6.0,welcome to my next,welcome to my next, Welcome to my nest.,welcome to my nest,0.25,0.05555555555555555,4
Strand Of Oaks - Spacestation,201.0,205.0,4.0,big decision,big decision, Pépic sensation,pépic sensation,1.0,0.75,2
Sweet Lights - You Let Me Down,0.0,8.0,8.0,,,,,0.0,0.0,1
Sweet Lights - You Let Me Down,45.0,53.0,8.0,even in the bones in the marvel of our lives,even in the bones in the marvel of our lives," Even in the bones, in the marrow of our lives",even in the bones in the marrow of our lives,0.1,0.06818181818181818,10
Sweet Lights - You Let Me Down,53.0,62.0,9.0,every breath and every line that you painted,every breath and every line that you painted, Every breath and every line that you painted,every breath and every line that you painted,0.0,0.0,8
Sweet Lights - You Let Me Down,63.0,71.0,8.0,even in the smoke and the ashes on our eyes,even in the smoke and the ashes on our eyes, Even in the smoke and the ashes on our rise,even in the smoke and the ashes on our rise,0.1,0.09302325581395349,10
Sweet Lights - You Let Me Down,70.0,80.0,10.0,or the cases of box wine that you tasted,or the cases of box wine that you tasted, or the cases of box wine that you tasted.,or the cases of box wine that you tasted,0.0,0.0,9
Sweet Lights - You Let Me Down,80.0,89.0,9.0,though i know i said nothing at all through the millions of early can pages,though i know i said nothing at all through the millions of early can pages, Though I know I said nothing at all Through the millions of elegant pages,though i know i said nothing at all through the millions of elegant pages,0.13333333333333333,0.08,15
Sweet Lights - You Let Me Down,89.0,94.0,5.0,we could never have seen such as fall,we could never have seen such as fall, We could never have seen such a fall from,we could never have seen such a fall from,0.25,0.16216216216216217,8
Sweet Lights - You Let Me Down,93.0,102.0,9.0,from the highest to lowest of places you let me down down,from the highest to lowest of places you let me down down, From the highest to lowest of places you let me down Damn,from the highest to lowest of places you let me down damn,0.08333333333333333,0.03508771929824561,12
Sweet Lights - You Let Me Down,102.0,111.0,9.0,down you let me down you let me down down,down you let me down you let me down down," Down, you let me down, you let me down, down",down you let me down you let me down down,0.0,0.0,10
Sweet Lights - You Let Me Down,111.0,120.0,9.0,down you let me down you let me down,down you let me down you let me down," Down, you let me down, you let me down",down you let me down you let me down,0.0,0.0,9
Sweet Lights - You Let Me Down,138.0,144.0,6.0,i do not care for the summer sun and,i do not care for the summer sun and, I do not care for the summer sun and,i do not care for the summer sun and,0.0,0.0,9
Sweet Lights - You Let Me Down,143.0,148.0,5.0,and all your high school fun,and all your high school fun," And I'll yo, have school fun",and ill yo have school fun,0.5,0.21428571428571427,6
Sweet Lights - You Let Me Down,147.0,153.0,6.0,you said itd be much better,you said itd be much better, You said it'd be much better,you said itd be much better,0.0,0.0,6
Sweet Lights - You Let Me Down,153.0,161.0,8.0,its how a fool would deal with things,its how a fool would deal with things, It's how a fool would deal with things.,its how a fool would deal with things,0.0,0.0,8
Sweet Lights - You Let Me Down,161.0,168.0,7.0,there arent too many strong connections with you,there arent too many strong connections with you, There aren't too many strong connections with you,there arent too many strong connections with you,0.0,0.0,8
Sweet Lights - You Let Me Down,175.0,180.0,5.0,may your hands no longer stick,may your hands no longer stick, May your hands no longer stick,may your hands no longer stick,0.0,0.0,6
Sweet Lights - You Let Me Down,180.0,189.0,9.0,endure your morning sick you said itd be much better,endure your morning sick you said itd be much better, And I'll yell morning sick You said it'd be much better,and ill yell morning sick you said itd be much better,0.3,0.15384615384615385,10
Sweet Lights - You Let Me Down,189.0,193.0,4.0,in a chance,in a chance, In a chance,in a chance,0.0,0.0,3
Sweet Lights - You Let Me Down,193.0,204.0,11.0,you actually make it known the giving up will lead to nothing now no,you actually make it known the giving up will lead to nothing now no, You actually make it known The gifting up will lead to nothing Oh no,you actually make it known the gifting up will lead to nothing oh no,0.14285714285714285,0.058823529411764705,14
Sweet Lights - You Let Me Down,207.0,216.0,9.0,all that i could say for you,all that i could say for you, All that I could say for all you,all that i could say for all you,0.14285714285714285,0.14285714285714285,7
Sweet Lights - You Let Me Down,216.0,225.0,9.0,all that i could say for you,all that i could say for you," Oh, that I could say for you",oh that i could say for you,0.14285714285714285,0.10714285714285714,7
Sweet Lights - You Let Me Down,225.0,229.0,4.0,all that i could say,all that i could say," Oh, that I could say",oh that i could say,0.2,0.15,5
Sweet Lights - You Let Me Down,229.0,237.0,8.0,for you i do not care for the summer sun,for you i do not care for the summer sun, for all you. I do not care for the summer sun.,for all you i do not care for the summer sun,0.1,0.1,10
Sweet Lights - You Let Me Down,238.0,246.0,8.0,i do not care for the summer sun,i do not care for the summer sun, I do not care for the summer sun,i do not care for the summer sun,0.0,0.0,8
Sweet Lights - You Let Me Down,246.0,254.0,8.0,you let me down i do not care for the summer sun,you let me down i do not care for the summer sun, You left me down I do not care for the summer sun,you left me down i do not care for the summer sun,0.08333333333333333,0.020833333333333332,12
Sweet Lights - You Let Me Down,258.0,263.0,5.0,i do not care for the summer sun,i do not care for the summer sun, I do not care for the summer sun,i do not care for the summer sun,0.0,0.0,8
Sweet Lights - You Let Me Down,267.0,272.0,5.0,i do not care for the summer sun,i do not care for the summer sun, I do not care for the summer sun,i do not care for the summer sun,0.0,0.0,8
Sweet Lights - You Let Me Down,276.0,282.0,6.0,ah you were letting me down,ah you were letting me down, I do not care for the summer sun,i do not care for the summer sun,1.3333333333333333,0.8148148148148148,6
Sweet Lights - You Let Me Down,282.0,291.0,9.0,ae,ae,,,1.0,1.0,1
Sweet Lights - You Let Me Down,291.0,298.0,7.0,ae what about your friends,ae what about your friends, What about your friends?,what about your friends,0.2,0.11538461538461539,5
Sweet Lights - You Let Me Down,298.0,306.0,8.0,everybodys got friends,everybodys got friends, Everybody's got friends,everybodys got friends,0.0,0.0,3
Sweet Lights - You Let Me Down,308.0,315.0,7.0,ae what about your friends,ae what about your friends, What about your friends?,what about your friends,0.2,0.11538461538461539,5
Sweet Lights - You Let Me Down,315.0,323.0,8.0,everybodys got friends,everybodys got friends, Everybody's got friends,everybodys got friends,0.0,0.0,3
Sweet Lights - You Let Me Down,330.0,337.0,7.0,ae what about your friends,ae what about your friends, What about your friends?,what about your friends,0.2,0.11538461538461539,5
Sweet Lights - You Let Me Down,337.0,345.0,8.0,everybodys got friends,everybodys got friends, Everybody's got friends,everybodys got friends,0.0,0.0,3
Sweet Lights - You Let Me Down,352.0,358.0,6.0,ae what about your friends,ae what about your friends, What about your friends?,what about your friends,0.2,0.11538461538461539,5
Sweet Lights - You Let Me Down,358.0,366.0,8.0,everybodys got friends,everybodys got friends, Everybody's got friends,everybodys got friends,0.0,0.0,3
Sweet Lights - You Let Me Down,366.0,371.0,5.0,what about your friends,what about your friends, What about your friends?,what about your friends,0.0,0.0,4
Sweet Lights - You Let Me Down,371.0,378.0,7.0,everybodys got friends,everybodys got friends, Everybody's got friends,everybodys got friends,0.0,0.0,3
Sweet Lights - You Let Me Down,378.0,382.0,4.0,what about your friends,what about your friends, What about your friends?,what about your friends,0.0,0.0,4
Sweet Lights - You Let Me Down,382.0,391.0,9.0,everybodys got friends,everybodys got friends, Everybody's got friends,everybodys got friends,0.0,0.0,3
Swinging Steaks - Lost My Way,0.0,10.0,10.0,,, you,you,1.0,3.0,1
Swinging Steaks - Lost My Way,10.0,16.0,6.0,,, you,you,1.0,3.0,1
Swinging Steaks - Lost My Way,16.0,23.0,7.0,,, you,you,1.0,3.0,1
Swinging Steaks - Lost My Way,23.0,30.0,7.0,,, you,you,1.0,3.0,1
Swinging Steaks - Lost My Way,30.0,35.0,5.0,im so far from home,im so far from home, I'm so far from home,im so far from home,0.0,0.0,5
Swinging Steaks - Lost My Way,35.0,42.0,7.0,some place i dont know,some place i dont know, Some place I don't know,some place i dont know,0.0,0.0,5
Swinging Steaks - Lost My Way,42.0,48.0,6.0,out here i feel weak,out here i feel weak, Out here I feel weak.,out here i feel weak,0.0,0.0,5
Swinging Steaks - Lost My Way,48.0,57.0,9.0,out here i feel cold im not right,out here i feel cold im not right," Out here I feel cold, I'm not right",out here i feel cold im not right,0.0,0.0,8
Swinging Steaks - Lost My Way,57.0,64.0,7.0,im not right im not,im not right im not," I'm not right, I'm not",im not right im not,0.0,0.0,5
Swinging Steaks - Lost My Way,65.0,75.0,10.0,im not right im not right im not,im not right im not right im not, I'm not right. I'm not right. I'm not.,im not right im not right im not,0.0,0.0,8
Swinging Steaks - Lost My Way,75.0,79.0,4.0,,,,,0.0,0.0,1
Swinging Steaks - Lost My Way,79.0,85.0,6.0,do you know the way,do you know the way, Do you know the way?,do you know the way,0.0,0.0,5
Swinging Steaks - Lost My Way,85.0,91.0,6.0,can you help me out,can you help me out, Can you help me out?,can you help me out,0.0,0.0,5
Swinging Steaks - Lost My Way,91.0,97.0,6.0,i thought i was okay,i thought i was okay, I thought I was okay,i thought i was okay,0.0,0.0,5
Swinging Steaks - Lost My Way,97.0,106.0,9.0,now i have my doubts im not right,now i have my doubts im not right," Now I have my doubts, I'm not right.",now i have my doubts im not right,0.0,0.0,8
Swinging Steaks - Lost My Way,106.0,113.0,7.0,im not right im not,im not right im not," I'm not right, I'm not",im not right im not,0.0,0.0,5
Swinging Steaks - Lost My Way,115.0,122.0,7.0,im not right im not right,im not right im not right," I'm not right, I'm not right",im not right im not right,0.0,0.0,6
Swinging Steaks - Lost My Way,122.0,127.0,5.0,im not,im not, I'm now,im now,0.5,0.16666666666666666,2
Swinging Steaks - Lost My Way,127.0,134.0,7.0,well i lost my way,well i lost my way, Well I've lost my way,well ive lost my way,0.2,0.1111111111111111,5
Swinging Steaks - Lost My Way,134.0,140.0,6.0,and i cant get home,and i cant get home, And I can't get home,and i cant get home,0.0,0.0,5
Swinging Steaks - Lost My Way,140.0,146.0,6.0,do you feel the same,do you feel the same, Do you feel the same?,do you feel the same,0.0,0.0,5
Swinging Steaks - Lost My Way,146.0,156.0,10.0,could you help me find my way my way back home,could you help me find my way my way back home," Could you help me find my way, my way back home?",could you help me find my way my way back home,0.0,0.0,11
Swinging Steaks - Lost My Way,177.0,187.0,10.0,im not right im not right im not,im not right im not right im not," I'm not right, I'm not right, I'm not",im not right im not right im not,0.0,0.0,8
Swinging Steaks - Lost My Way,189.0,199.0,10.0,im not right im not right im not,im not right im not right im not, I'm not right. I'm not right. I'm not.,im not right im not right im not,0.0,0.0,8
Swinging Steaks - Lost My Way,201.0,208.0,7.0,im not right im not right,im not right im not right, I'm not right. I'm not right.,im not right im not right,0.0,0.0,6
Swinging Steaks - Lost My Way,208.0,212.0,4.0,im not,im not, I'm not,im not,0.0,0.0,2
Swinging Steaks - Lost My Way,213.0,217.0,4.0,im not right,im not right, I'm not right,im not right,0.0,0.0,3
Swinging Steaks - Lost My Way,217.0,224.0,7.0,s im not right im not,s im not right im not, I'm not right. I'm not.,im not right im not,0.16666666666666666,0.09523809523809523,6
Swinging Steaks - Lost My Way,226.0,235.0,9.0,im not right im not right im not,im not right im not right im not," I'm not right, I'm not right, I'm not right",im not right im not right im not right,0.125,0.1875,8
Swinging Steaks - Lost My Way,238.0,248.0,10.0,im not right im not right im not,im not right im not right im not," I'm not right, I'm not right, I'm not.",im not right im not right im not,0.0,0.0,8
Swinging Steaks - Lost My Way,250.0,254.0,4.0,im not right,im not right, I'm not bride,im not bride,0.3333333333333333,0.3333333333333333,3
Swinging Steaks - Lost My Way,254.0,260.0,6.0,im not right im not,im not right im not, I'm not right. I'm not.,im not right im not,0.0,0.0,5
Swinging Steaks - Lost My Way,263.0,272.0,9.0,im not right im not right,im not right im not right, I'm not right. I'm not right. I'm not.,im not right im not right im not,0.3333333333333333,0.28,6
Swinging Steaks - Lost My Way,274.0,280.0,6.0,,, Thank you.,thank you,2.0,9.0,1
Swinging Steaks - Lost My Way,280.0,287.0,7.0,,, you,you,1.0,3.0,1
Swinging Steaks - Lost My Way,287.0,295.0,8.0,,, you,you,1.0,3.0,1
Swinging Steaks - Lost My Way,295.0,304.0,9.0,,, you,you,1.0,3.0,1
The Districts - Vermont,0.0,10.0,10.0,,,,,0.0,0.0,1
The Districts - Vermont,10.0,17.0,7.0,,,,,0.0,0.0,1
The Districts - Vermont,17.0,25.0,8.0,,,,,0.0,0.0,1
The Districts - Vermont,25.0,31.0,6.0,,,,,0.0,0.0,1
The Districts - Vermont,31.0,40.0,9.0,holding tight like glue you took me to the basement floor you,holding tight like glue you took me to the basement floor you, Own entire life glue you took me to the basement for years,own entire life glue you took me to the basement for years,0.4166666666666667,0.2786885245901639,12
The Districts - Vermont,40.0,47.0,7.0,shook me and i know why,shook me and i know why, You should be and I know why,you should be and i know why,0.5,0.34782608695652173,6
The Districts - Vermont,47.0,52.0,5.0,from the porch where we stood staring,from the porch where we stood staring, From the porch where we stood staring,from the porch where we stood staring,0.0,0.0,7
The Districts - Vermont,52.0,59.0,7.0,through the glass it glistens careless snow white,through the glass it glistens careless snow white, Through the glassy glistens careless snow white,through the glassy glistens careless snow white,0.25,0.061224489795918366,8
The Districts - Vermont,59.0,68.0,9.0,outside the man who holds the skis youre gone down from the place you,outside the man who holds the skis youre gone down from the place you, Outside the mantel walls The skis you're going out from the place you're...,outside the mantel walls the skis youre going out from the place youre,0.42857142857142855,0.2028985507246377,14
The Districts - Vermont,68.0,74.0,6.0,believe its not just for the weekend now,believe its not just for the weekend now, Leave it's not just for the weekend now,leave its not just for the weekend now,0.125,0.1,8
The Districts - Vermont,74.0,81.0,7.0,take me in a box beside you or a frame,take me in a box beside you or a frame, Take me in a box beside you or a frame,take me in a box beside you or a frame,0.0,0.0,10
The Districts - Vermont,81.0,88.0,7.0,,,,,0.0,0.0,1
The Districts - Vermont,88.0,94.0,6.0,hold my back when my heads spinnin,hold my back when my heads spinnin, Hold my back when my head's been here.,hold my back when my heads been here,0.2857142857142857,0.23529411764705882,7
The Districts - Vermont,94.0,104.0,10.0,prove me sane when were awake and ill be fine or else i might be,prove me sane when were awake and ill be fine or else i might be, prove me sane when we're awake and I'll be fine or else I might be,prove me sane when were awake and ill be fine or else i might be,0.0,0.0,15
The Districts - Vermont,104.0,110.0,6.0,twice been wrong youve been forgiven,twice been wrong youve been forgiven," Twice been wrong, you've been forgiven",twice been wrong youve been forgiven,0.0,0.0,6
The Districts - Vermont,110.0,120.0,10.0,your bare feet cross me twice while playing as i said when out here we might be,your bare feet cross me twice while playing as i said when out here we might be, Your bare feet crudest me twice while laying as I stand We're not here we might be,your bare feet crudest me twice while laying as i stand were not here we might be,0.29411764705882354,0.1518987341772152,17
The Districts - Vermont,120.0,126.0,6.0,me im gone down from the place you,me im gone down from the place you," Me, I'm gone now from the place you...",me im gone now from the place you,0.125,0.058823529411764705,8
The Districts - Vermont,126.0,132.0,6.0,leave its not just for the weekend now,leave its not just for the weekend now, Leave it's not just for the weekend now,leave its not just for the weekend now,0.0,0.0,8
The Districts - Vermont,132.0,139.0,7.0,take me in a box beside you or a frame,take me in a box beside you or a frame," Take me in a box beside you, afraid",take me in a box beside you afraid,0.3,0.15789473684210525,10
The Districts - Vermont,139.0,145.0,6.0,,,,,0.0,0.0,1
The Districts - Vermont,145.0,152.0,7.0,,, Thank you.,thank you,2.0,9.0,1
The Districts - Vermont,152.0,160.0,8.0,,,,,0.0,0.0,1
The Districts - Vermont,160.0,165.0,5.0,,,,,0.0,0.0,1
The Districts - Vermont,165.0,172.0,7.0,,, Thank you.,thank you,2.0,9.0,1
The Districts - Vermont,172.0,178.0,6.0,me im gone down from the place you,me im gone down from the place you," Me, I'm gone now from the place you...",me im gone now from the place you,0.125,0.058823529411764705,8
The Districts - Vermont,178.0,187.0,9.0,leave its not just for the weekend now when you gonna tell me,leave its not just for the weekend now when you gonna tell me, Leave it's not just for the weekend now When you're gonna tell me,leave its not just for the weekend now when youre gonna tell me,0.07692307692307693,0.03278688524590164,13
The Districts - Vermont,186.0,190.0,4.0,tell me what you need,tell me what you need, Tell me what you need,tell me what you need,0.0,0.0,5
The Districts - Vermont,190.0,200.0,10.0,would you stop me short so i wont believe i pull you from your place and see the see the look,would you stop me short so i wont believe i pull you from your place and see the see the look, Would just die me short so I won't leave I'd pull you from your place in sea to sea,would just die me short so i wont leave id pull you from your place in sea to sea,0.47619047619047616,0.2903225806451613,21
The Districts - Vermont,200.0,208.0,8.0,in your eyes wouldnt it be a big surprise if i would choose your side,in your eyes wouldnt it be a big surprise if i would choose your side," In your eyes wouldn't it be a big surprise if I, I would choose no side",in your eyes wouldnt it be a big surprise if i i would choose no side,0.13333333333333333,0.07246376811594203,15
The Districts - Vermont,208.0,213.0,5.0,i just cant remember simply cant decide,i just cant remember simply cant decide," I just can't remember, simply can't decide",i just cant remember simply cant decide,0.0,0.0,7
The Districts - Vermont,213.0,220.0,7.0,which hand to let her side with you really neednt cry anymore,which hand to let her side with you really neednt cry anymore, Which hand do I decide with? You really needn't pry anymore,which hand do i decide with you really neednt pry anymore,0.4166666666666667,0.14754098360655737,12
The Long Wait - Back Home To Blue,0.0,10.0,10.0,,,,,0.0,0.0,1
The Long Wait - Back Home To Blue,10.0,15.0,5.0,,,,,0.0,0.0,1
