Song,Split,Start,End,Duration,Words,Lyric,chunk_path,has_lyrics,mixture_chunk_path,drums_chunk_path,bass_chunk_path,other_chunk_path,vocals_chunk_path
Wall Of Death - Femme,Train,114.0,122.0,8.0,6,this way we blow this patriarchy,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Wall Of Death - Femme_114.00_122.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Wall Of Death - Femme_114_122.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Wall Of Death - Femme_114_122.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Wall Of Death - Femme_114_122.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Wall Of Death - Femme_114_122.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Wall Of Death - Femme_114_122.wav
Wall Of Death - Femme,Train,122.0,129.0,7.0,5,to shed our ghost irrationality,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Wall Of Death - Femme_122.00_129.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Wall Of Death - Femme_122_129.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Wall Of Death - Femme_122_129.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Wall Of Death - Femme_122_129.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Wall Of Death - Femme_122_129.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Wall Of Death - Femme_122_129.wav
Wall Of Death - Femme,Train,129.0,137.0,8.0,6,this way we blow this patriarchy,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Wall Of Death - Femme_129.00_137.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Wall Of Death - Femme_129_137.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Wall Of Death - Femme_129_137.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Wall Of Death - Femme_129_137.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Wall Of Death - Femme_129_137.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Wall Of Death - Femme_129_137.wav
Wall Of Death - Femme,Train,137.0,144.0,7.0,6,no master no distraction no peace,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Wall Of Death - Femme_137.00_144.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Wall Of Death - Femme_137_144.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Wall Of Death - Femme_137_144.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Wall Of Death - Femme_137_144.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Wall Of Death - Femme_137_144.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Wall Of Death - Femme_137_144.wav
Wall Of Death - Femme,Train,144.0,154.0,10.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Wall Of Death - Femme_144.00_154.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Wall Of Death - Femme_144_154.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Wall Of Death - Femme_144_154.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Wall Of Death - Femme_144_154.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Wall Of Death - Femme_144_154.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Wall Of Death - Femme_144_154.wav
Wall Of Death - Femme,Train,154.0,164.0,10.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Wall Of Death - Femme_154.00_164.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Wall Of Death - Femme_154_164.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Wall Of Death - Femme_154_164.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Wall Of Death - Femme_154_164.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Wall Of Death - Femme_154_164.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Wall Of Death - Femme_154_164.wav
Wall Of Death - Femme,Train,164.0,174.0,10.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Wall Of Death - Femme_164.00_174.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Wall Of Death - Femme_164_174.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Wall Of Death - Femme_164_174.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Wall Of Death - Femme_164_174.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Wall Of Death - Femme_164_174.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Wall Of Death - Femme_164_174.wav
Wall Of Death - Femme,Train,174.0,180.0,6.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Wall Of Death - Femme_174.00_180.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Wall Of Death - Femme_174_180.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Wall Of Death - Femme_174_180.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Wall Of Death - Femme_174_180.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Wall Of Death - Femme_174_180.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Wall Of Death - Femme_174_180.wav
Wall Of Death - Femme,Train,180.0,186.0,6.0,4,females struggling for equality,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Wall Of Death - Femme_180.00_186.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Wall Of Death - Femme_180_186.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Wall Of Death - Femme_180_186.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Wall Of Death - Femme_180_186.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Wall Of Death - Femme_180_186.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Wall Of Death - Femme_180_186.wav
Wall Of Death - Femme,Train,186.0,193.0,7.0,9,time to get rid of the shackles of servility,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Wall Of Death - Femme_186.00_193.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Wall Of Death - Femme_186_193.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Wall Of Death - Femme_186_193.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Wall Of Death - Femme_186_193.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Wall Of Death - Femme_186_193.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Wall Of Death - Femme_186_193.wav
Wall Of Death - Femme,Train,193.0,198.0,5.0,3,women are free,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Wall Of Death - Femme_193.00_198.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Wall Of Death - Femme_193_198.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Wall Of Death - Femme_193_198.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Wall Of Death - Femme_193_198.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Wall Of Death - Femme_193_198.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Wall Of Death - Femme_193_198.wav
Wall Of Death - Femme,Train,198.0,205.0,7.0,6,you're the product of your industry,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Wall Of Death - Femme_198.00_205.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Wall Of Death - Femme_198_205.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Wall Of Death - Femme_198_205.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Wall Of Death - Femme_198_205.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Wall Of Death - Femme_198_205.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Wall Of Death - Femme_198_205.wav
Wall Of Death - Femme,Train,205.0,212.0,7.0,8,you're a woman you're born to be free,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Wall Of Death - Femme_205.00_212.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Wall Of Death - Femme_205_212.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Wall Of Death - Femme_205_212.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Wall Of Death - Femme_205_212.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Wall Of Death - Femme_205_212.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Wall Of Death - Femme_205_212.wav
Wall Of Death - Femme,Train,212.0,219.0,7.0,6,you're the product of your industry,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Wall Of Death - Femme_212.00_219.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Wall Of Death - Femme_212_219.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Wall Of Death - Femme_212_219.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Wall Of Death - Femme_212_219.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Wall Of Death - Femme_212_219.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Wall Of Death - Femme_212_219.wav
Wall Of Death - Femme,Train,219.0,225.0,6.0,3,you're a woman,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Wall Of Death - Femme_219.00_225.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Wall Of Death - Femme_219_225.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Wall Of Death - Femme_219_225.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Wall Of Death - Femme_219_225.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Wall Of Death - Femme_219_225.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Wall Of Death - Femme_219_225.wav
Wall Of Death - Femme,Train,225.0,233.0,8.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Wall Of Death - Femme_225.00_233.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Wall Of Death - Femme_225_233.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Wall Of Death - Femme_225_233.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Wall Of Death - Femme_225_233.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Wall Of Death - Femme_225_233.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Wall Of Death - Femme_225_233.wav
Wall Of Death - Femme,Train,233.0,238.0,5.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Wall Of Death - Femme_233.00_238.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Wall Of Death - Femme_233_238.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Wall Of Death - Femme_233_238.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Wall Of Death - Femme_233_238.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Wall Of Death - Femme_233_238.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Wall Of Death - Femme_233_238.wav
Young Griffo - Blood To Bone,Train,0.0,10.0,10.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Young Griffo - Blood To Bone_0.00_10.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Young Griffo - Blood To Bone_0_10.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Young Griffo - Blood To Bone_0_10.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Young Griffo - Blood To Bone_0_10.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Young Griffo - Blood To Bone_0_10.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Young Griffo - Blood To Bone_0_10.wav
Young Griffo - Blood To Bone,Train,10.0,18.0,8.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Young Griffo - Blood To Bone_10.00_18.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Young Griffo - Blood To Bone_10_18.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Young Griffo - Blood To Bone_10_18.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Young Griffo - Blood To Bone_10_18.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Young Griffo - Blood To Bone_10_18.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Young Griffo - Blood To Bone_10_18.wav
Young Griffo - Blood To Bone,Train,18.0,26.0,8.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Young Griffo - Blood To Bone_18.00_26.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Young Griffo - Blood To Bone_18_26.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Young Griffo - Blood To Bone_18_26.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Young Griffo - Blood To Bone_18_26.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Young Griffo - Blood To Bone_18_26.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Young Griffo - Blood To Bone_18_26.wav
Young Griffo - Blood To Bone,Train,26.0,31.0,5.0,9,letting you down you see a devil in me,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Young Griffo - Blood To Bone_26.00_31.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Young Griffo - Blood To Bone_26_31.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Young Griffo - Blood To Bone_26_31.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Young Griffo - Blood To Bone_26_31.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Young Griffo - Blood To Bone_26_31.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Young Griffo - Blood To Bone_26_31.wav
Young Griffo - Blood To Bone,Train,31.0,39.0,8.0,5,i am flown i'm flown,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Young Griffo - Blood To Bone_31.00_39.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Young Griffo - Blood To Bone_31_39.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Young Griffo - Blood To Bone_31_39.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Young Griffo - Blood To Bone_31_39.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Young Griffo - Blood To Bone_31_39.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Young Griffo - Blood To Bone_31_39.wav
Young Griffo - Blood To Bone,Train,39.0,44.0,5.0,8,broken again you find an anchor in me,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Young Griffo - Blood To Bone_39.00_44.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Young Griffo - Blood To Bone_39_44.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Young Griffo - Blood To Bone_39_44.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Young Griffo - Blood To Bone_39_44.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Young Griffo - Blood To Bone_39_44.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Young Griffo - Blood To Bone_39_44.wav
Young Griffo - Blood To Bone,Train,44.0,52.0,8.0,5,i'm a throne i'm throne,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Young Griffo - Blood To Bone_44.00_52.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Young Griffo - Blood To Bone_44_52.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Young Griffo - Blood To Bone_44_52.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Young Griffo - Blood To Bone_44_52.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Young Griffo - Blood To Bone_44_52.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Young Griffo - Blood To Bone_44_52.wav
Young Griffo - Blood To Bone,Train,52.0,60.0,8.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Young Griffo - Blood To Bone_52.00_60.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Young Griffo - Blood To Bone_52_60.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Young Griffo - Blood To Bone_52_60.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Young Griffo - Blood To Bone_52_60.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Young Griffo - Blood To Bone_52_60.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Young Griffo - Blood To Bone_52_60.wav
Young Griffo - Blood To Bone,Train,60.0,66.0,6.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Young Griffo - Blood To Bone_60.00_66.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Young Griffo - Blood To Bone_60_66.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Young Griffo - Blood To Bone_60_66.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Young Griffo - Blood To Bone_60_66.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Young Griffo - Blood To Bone_60_66.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Young Griffo - Blood To Bone_60_66.wav
Young Griffo - Blood To Bone,Train,66.0,73.0,7.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Young Griffo - Blood To Bone_66.00_73.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Young Griffo - Blood To Bone_66_73.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Young Griffo - Blood To Bone_66_73.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Young Griffo - Blood To Bone_66_73.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Young Griffo - Blood To Bone_66_73.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Young Griffo - Blood To Bone_66_73.wav
Young Griffo - Blood To Bone,Train,73.0,81.0,8.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Young Griffo - Blood To Bone_73.00_81.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Young Griffo - Blood To Bone_73_81.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Young Griffo - Blood To Bone_73_81.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Young Griffo - Blood To Bone_73_81.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Young Griffo - Blood To Bone_73_81.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Young Griffo - Blood To Bone_73_81.wav
Young Griffo - Blood To Bone,Train,81.0,91.0,10.0,1,-,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Young Griffo - Blood To Bone_81.00_91.00.wav,False,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Young Griffo - Blood To Bone_81_91.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Young Griffo - Blood To Bone_81_91.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Young Griffo - Blood To Bone_81_91.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Young Griffo - Blood To Bone_81_91.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Young Griffo - Blood To Bone_81_91.wav
Young Griffo - Blood To Bone,Train,91.0,97.0,6.0,8,coming around i am a failure in dean,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Young Griffo - Blood To Bone_91.00_97.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Young Griffo - Blood To Bone_91_97.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Young Griffo - Blood To Bone_91_97.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Young Griffo - Blood To Bone_91_97.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Young Griffo - Blood To Bone_91_97.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Young Griffo - Blood To Bone_91_97.wav
Young Griffo - Blood To Bone,Train,97.0,104.0,7.0,6,but you hone ya hold on,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Young Griffo - Blood To Bone_97.00_104.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Young Griffo - Blood To Bone_97_104.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Young Griffo - Blood To Bone_97_104.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Young Griffo - Blood To Bone_97_104.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Young Griffo - Blood To Bone_97_104.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Young Griffo - Blood To Bone_97_104.wav
Young Griffo - Blood To Bone,Train,104.0,110.0,6.0,8,all my good never shows all i try,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/audio_chunks/Young Griffo - Blood To Bone_104.00_110.00.wav,True,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/mixture/Young Griffo - Blood To Bone_104_110.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/drums/Young Griffo - Blood To Bone_104_110.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/bass/Young Griffo - Blood To Bone_104_110.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/other/Young Griffo - Blood To Bone_104_110.wav,/content/drive/MyDrive/DS_course/Deep_Learning/Final Project/musdb18/train_chunks/vocals/Young Griffo - Blood To Bone_104_110.wav
