chunk_path,Song,Start,End,Lyric,has_lyrics,augmented_from
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Angela Thomas Wade - Milk Cow Blues_124_134.wav,Angela Thomas Wade - Milk Cow Blues,124,134,yeah yeah sail sail on sail on sail on little guy sail on,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Angela Thomas Wade - Milk Cow Blues_134_144.wav,Angela Thomas Wade - Milk Cow Blues,134,144,why don't you keep right on to sailing till you lose your happy home,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Angela Thomas Wade - Milk Cow Blues_172_179.wav,Angela Thomas Wade - Milk Cow Blues,172,179,oh and i tried everything baby just to get along with you,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Angela Thomas Wade - Milk Cow Blues_179_184.wav,Angela Thomas Wade - Milk Cow Blues,179,184,and now i'm gonna tell you what i'm gonna do,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Angela Thomas Wade - Milk Cow Blues_184_189.wav,Angela Thomas Wade - Milk Cow Blues,184,189,well i'm gonna stop my crying and leave you alone,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Angela Thomas Wade - Milk Cow Blues_189_196.wav,Angela Thomas Wade - Milk Cow Blues,189,196,and if you don't think i'm leaving big daddy just count those days i'm gone you ain't gonna see me,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Angela Thomas Wade - Milk Cow Blues_196_201.wav,Angela Thomas Wade - Milk Cow Blues,196,201,you ain't gonna see my sweet face no more,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Angela Thomas Wade - Milk Cow Blues_201_210.wav,Angela Thomas Wade - Milk Cow Blues,201,210,milk cow blues,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_15_22.wav,Atlantis Bound - It Was My Fault For Waiting,15,22,uh,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_22_27.wav,Atlantis Bound - It Was My Fault For Waiting,22,27,ah,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_27_33.wav,Atlantis Bound - It Was My Fault For Waiting,27,33,uh,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_33_40.wav,Atlantis Bound - It Was My Fault For Waiting,33,40,ah,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_40_47.wav,Atlantis Bound - It Was My Fault For Waiting,40,47,i tried to make everything that i see what i believe,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_47_52.wav,Atlantis Bound - It Was My Fault For Waiting,47,52,but you always let me down in the end and the,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_51_58.wav,Atlantis Bound - It Was My Fault For Waiting,51,58,and the more that i expected of you the more our distance grew,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_58_63.wav,Atlantis Bound - It Was My Fault For Waiting,58,63,and in the end you're never there,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_63_73.wav,Atlantis Bound - It Was My Fault For Waiting,63,73,and i know you couldn't tell the truth to save your soul,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_73_80.wav,Atlantis Bound - It Was My Fault For Waiting,73,80,and i know you will lead to my demise,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_80_86.wav,Atlantis Bound - It Was My Fault For Waiting,80,86,but i just ignore all the signs and i'm not gonna wait,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_85_92.wav,Atlantis Bound - It Was My Fault For Waiting,85,92,for another heartbreak,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_92_98.wav,Atlantis Bound - It Was My Fault For Waiting,92,98,uh,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_98_104.wav,Atlantis Bound - It Was My Fault For Waiting,98,104,ah,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_104_109.wav,Atlantis Bound - It Was My Fault For Waiting,104,109,uh,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_109_116.wav,Atlantis Bound - It Was My Fault For Waiting,109,116,ah,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_116_123.wav,Atlantis Bound - It Was My Fault For Waiting,116,123,is there an end to all the lies i'm so tired of closing my eyes,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_123_128.wav,Atlantis Bound - It Was My Fault For Waiting,123,128,to pretend that i can't see the truth i,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_127_134.wav,Atlantis Bound - It Was My Fault For Waiting,127,134,i'm afraid that if i open up i think the worst the worst comes out,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_134_141.wav,Atlantis Bound - It Was My Fault For Waiting,134,141,so it's better off that i'm leaving you,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_141_149.wav,Atlantis Bound - It Was My Fault For Waiting,141,149,and i know you couldn't tell the truth to,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_149_153.wav,Atlantis Bound - It Was My Fault For Waiting,149,153,save your soul,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_152_162.wav,Atlantis Bound - It Was My Fault For Waiting,152,162,and i know you will lead to my demise but i just ignore all the signs,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_162_166.wav,Atlantis Bound - It Was My Fault For Waiting,162,166,and i'm not gonna wait for,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_166_175.wav,Atlantis Bound - It Was My Fault For Waiting,166,175,another heart break,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_195_203.wav,Atlantis Bound - It Was My Fault For Waiting,195,203,and this is the one thing i regret,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_202_208.wav,Atlantis Bound - It Was My Fault For Waiting,202,208,letting you in is my regret,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_208_215.wav,Atlantis Bound - It Was My Fault For Waiting,208,215,so what was i thinking oh what's it gonna be,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_215_220.wav,Atlantis Bound - It Was My Fault For Waiting,215,220,what's it gonna be and i,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_220_230.wav,Atlantis Bound - It Was My Fault For Waiting,220,230,i know you couldn't tell the truth to save your soul,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_230_234.wav,Atlantis Bound - It Was My Fault For Waiting,230,234,and i know,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_234_243.wav,Atlantis Bound - It Was My Fault For Waiting,234,243,you will lead to my demise but i just ignore all the signs and i'm not gonna wait fo,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Atlantis Bound - It Was My Fault For Waiting_242_250.wav,Atlantis Bound - It Was My Fault For Waiting,242,250,for another heart break,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Auctioneer - Our Future Faces_0_8.wav,Auctioneer - Our Future Faces,0,8,two birds in a big tricky sitting by the fountain,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Auctioneer - Our Future Faces_8_12.wav,Auctioneer - Our Future Faces,8,12,bending clues to context,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Auctioneer - Our Future Faces_12_22.wav,Auctioneer - Our Future Faces,12,22,and sleeping dreaming of their future faces at your flashing coffee,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Auctioneer - Our Future Faces_35_44.wav,Auctioneer - Our Future Faces,35,44,your flashing coffee with heavy heavy cream,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Auctioneer - Our Future Faces_51_59.wav,Auctioneer - Our Future Faces,51,59,i you or you for me baby i disagree when you tell me,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Auctioneer - Our Future Faces_59_65.wav,Auctioneer - Our Future Faces,59,65,the purpose for the passing of time,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Auctioneer - Our Future Faces_65_73.wav,Auctioneer - Our Future Faces,65,73,is very hard to find,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Auctioneer - Our Future Faces_95_102.wav,Auctioneer - Our Future Faces,95,102,here come the war women,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Auctioneer - Our Future Faces_102_108.wav,Auctioneer - Our Future Faces,102,108,one only decide,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Auctioneer - Our Future Faces_108_114.wav,Auctioneer - Our Future Faces,108,114,my love has two reflections,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Auctioneer - Our Future Faces_114_119.wav,Auctioneer - Our Future Faces,114,119,on belt maker and the battle field guide our,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Auctioneer - Our Future Faces_118_127.wav,Auctioneer - Our Future Faces,118,127,our future faces show that they already know if it's you or you for me,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Auctioneer - Our Future Faces_127_133.wav,Auctioneer - Our Future Faces,127,133,maybe i have decided and already tried it,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Auctioneer - Our Future Faces_133_141.wav,Auctioneer - Our Future Faces,133,141,our future faces show that they already know if it's you or you for me,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Auctioneer - Our Future Faces_141_147.wav,Auctioneer - Our Future Faces,141,147,maybe i have decided and already tried it,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Auctioneer - Our Future Faces_147_150.wav,Auctioneer - Our Future Faces,147,150,i you or you for me,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Auctioneer - Our Future Faces_149_159.wav,Auctioneer - Our Future Faces,149,159,me baby i disagree when you tell me the purpose for the passing of time,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Auctioneer - Our Future Faces_159_166.wav,Auctioneer - Our Future Faces,159,166,is very hard to find,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/AvaLuna - Waterduct_48_54.wav,AvaLuna - Waterduct,48,54,were you taken with a stretch of track,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/AvaLuna - Waterduct_54_59.wav,AvaLuna - Waterduct,54,59,see me follow the electric light to,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/AvaLuna - Waterduct_59_63.wav,AvaLuna - Waterduct,59,63,saw moon you by,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/AvaLuna - Waterduct_63_70.wav,AvaLuna - Waterduct,63,70,take away this part above the desk,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/AvaLuna - Waterduct_70_74.wav,AvaLuna - Waterduct,70,74,in pain above the colored canape,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/AvaLuna - Waterduct_86_92.wav,AvaLuna - Waterduct,86,92,but you tether to nothing,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/AvaLuna - Waterduct_105_111.wav,AvaLuna - Waterduct,105,111,but you tether to nothing and no one,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/AvaLuna - Waterduct_120_128.wav,AvaLuna - Waterduct,120,128,if i had my way,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/AvaLuna - Waterduct_128_134.wav,AvaLuna - Waterduct,128,134,uh,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/AvaLuna - Waterduct_134_141.wav,AvaLuna - Waterduct,134,141,uh,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/AvaLuna - Waterduct_141_147.wav,AvaLuna - Waterduct,141,147,was it coiled in a boco map,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/AvaLuna - Waterduct_147_155.wav,AvaLuna - Waterduct,147,155,was it singled out on a seven train as it floated over day land,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/AvaLuna - Waterduct_155_162.wav,AvaLuna - Waterduct,155,162,oh and i could advise myself,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/AvaLuna - Waterduct_162_167.wav,AvaLuna - Waterduct,162,167,and i could find myself,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/AvaLuna - Waterduct_186_196.wav,AvaLuna - Waterduct,186,196,uh,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/AvaLuna - Waterduct_196_202.wav,AvaLuna - Waterduct,196,202,but you tether to nothing,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/AvaLuna - Waterduct_210_214.wav,AvaLuna - Waterduct,210,214,if i had my way,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/AvaLuna - Waterduct_214_220.wav,AvaLuna - Waterduct,214,220,but you tether to nothing and no one,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/AvaLuna - Waterduct_230_237.wav,AvaLuna - Waterduct,230,237,much you tether to nothing,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/AvaLuna - Waterduct_237_244.wav,AvaLuna - Waterduct,237,244,but you tether to nothing,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/BigTroubles - Phantom_9_19.wav,BigTroubles - Phantom,9,19,all of my life i wasn't right but it's okay,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/BigTroubles - Phantom_19_23.wav,BigTroubles - Phantom,19,23,i'll just admit that to myself,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/BigTroubles - Phantom_23_33.wav,BigTroubles - Phantom,23,33,and it's okay i just assume that you knew that now ah,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/BigTroubles - Phantom_33_39.wav,BigTroubles - Phantom,33,39,all my time,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/BigTroubles - Phantom_39_49.wav,BigTroubles - Phantom,39,49,lonely inside but it's okay i'll just admit that to myself,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/BigTroubles - Phantom_49_59.wav,BigTroubles - Phantom,49,59,and it's okay i just assume that you knew that now ah,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/BigTroubles - Phantom_64_73.wav,BigTroubles - Phantom,64,73,it's something i always do assuming the worst is true,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/BigTroubles - Phantom_73_82.wav,BigTroubles - Phantom,73,82,it's something i always do assuming the worst is true,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/BigTroubles - Phantom_81_90.wav,BigTroubles - Phantom,81,90,ah,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/BigTroubles - Phantom_123_132.wav,BigTroubles - Phantom,123,132,it's something i always do assuming the worst is true,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/BigTroubles - Phantom_132_141.wav,BigTroubles - Phantom,132,141,it's something i always do assuming the worst is true,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Bill Chudziak - Children Of No-one_66_73.wav,Bill Chudziak - Children Of No-one,66,73,ah yeah my ann what's wrong,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Bill Chudziak - Children Of No-one_72_79.wav,Bill Chudziak - Children Of No-one,72,79,with this society,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Bill Chudziak - Children Of No-one_79_83.wav,Bill Chudziak - Children Of No-one,79,83,they burned down our babylon,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Bill Chudziak - Children Of No-one_83_94.wav,Bill Chudziak - Children Of No-one,83,94,the serpents servants the morning sun disease,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Bill Chudziak - Children Of No-one_93_99.wav,Bill Chudziak - Children Of No-one,93,99,this is arcane,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Bill Chudziak - Children Of No-one_99_105.wav,Bill Chudziak - Children Of No-one,99,105,no more excuses we can change this,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Bill Chudziak - Children Of No-one_105_113.wav,Bill Chudziak - Children Of No-one,105,113,this is our time to break this down no more excuses,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Bill Chudziak - Children Of No-one_113_120.wav,Bill Chudziak - Children Of No-one,113,120,we can change this,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Bill Chudziak - Children Of No-one_120_130.wav,Bill Chudziak - Children Of No-one,120,130,we are the children of no one cut down and more will stand,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Bill Chudziak - Children Of No-one_130_137.wav,Bill Chudziak - Children Of No-one,130,137,yeadon is burning open up your eyes,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Bill Chudziak - Children Of No-one_137_143.wav,Bill Chudziak - Children Of No-one,137,143,the blood is on your hands,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Bill Chudziak - Children Of No-one_143_149.wav,Bill Chudziak - Children Of No-one,143,149,this is our time,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Bill Chudziak - Children Of No-one_149_154.wav,Bill Chudziak - Children Of No-one,149,154,no more excuses we can change this,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Bill Chudziak - Children Of No-one_154_163.wav,Bill Chudziak - Children Of No-one,154,163,this is our time to break this down no more excuses,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Bill Chudziak - Children Of No-one_163_171.wav,Bill Chudziak - Children Of No-one,163,171,we can change this,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Bill Chudziak - Children Of No-one_175_181.wav,Bill Chudziak - Children Of No-one,175,181,we are the children of no one,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Bill Chudziak - Children Of No-one_181_186.wav,Bill Chudziak - Children Of No-one,181,186,we are the children of no one,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Bill Chudziak - Children Of No-one_186_195.wav,Bill Chudziak - Children Of No-one,186,195,and still we stand this is our time,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Bill Chudziak - Children Of No-one_195_201.wav,Bill Chudziak - Children Of No-one,195,201,no more excuses we can change this,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Bill Chudziak - Children Of No-one_201_210.wav,Bill Chudziak - Children Of No-one,201,210,this is our time to break this down no more excuses,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Bill Chudziak - Children Of No-one_210_218.wav,Bill Chudziak - Children Of No-one,210,218,we can change this,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_28_32.wav,Black Bloc - If You Want Success,28,32,global culver stay no room for debate in a politics of fay,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_32_42.wav,Black Bloc - If You Want Success,32,42,corporate merches in cup hill games with the people refrain from expressing their pain the kind of the system till we live into the debt walk within they take us all interest splat forget yourself for,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_42_46.wav,Black Bloc - If You Want Success,42,46,one more day on a comedy's payroll i've got nothing left to say this leviathan,TRUE,stretch_110
